mossa,tipo,categoria,potenza,precissione,descrizione
Botta;Normale;Fisico;40;100;Colpisce il nemico con la coda o le zampe anteriori.
Colpokarate;Lotta;Fisico;50;100;Colpisce il nemico con un colpo netto. Probabile brutto colpo.
Doppiasberla;Normale;Fisico;15;85;Schiaffeggia il nemico da due a cinque volte di fila.
Cometapugno;Normale;Fisico;18;85;Colpisce il nemico con una scarica di pugni da due a cinque volte di fila.
Megapugno;Normale;Fisico;80;85;Colpisce il nemico con un pugno poderoso.
Giornopaga;Normale;Fisico;40;100;Colpisce il nemico con una gran quantità di monete recuperabili dopo la lotta.
Fuocopugno;Fuoco;Fisico;75;100;Colpisce il nemico con un pugno ardente che può scottarlo.
Gelopugno;Ghiaccio;Fisico;75;100;Colpisce il nemico con un pugno di ghiaccio che può congelarlo.
Tuonopugno;Elettro;Fisico;75;100;Colpisce il nemico con un pugno elettrico che può paralizzarlo.
Graffio;Normale;Fisico;40;100;Infligge danni al nemico con artigli acuminati, duri e affilati.
Presa;Normale;Fisico;55;100;Stringe il nemico in una morsa usando enormi e possenti tenaglie.
Ventagliente;Normale;Speciale;80;100;Chi la usa genera un turbine al primo turno e attacca al secondo. Probabile brutto colpo.
Taglio;Normale;Fisico;50;95;Attacca il nemico con artigli o falci affilate. Fuori dalla lotta si usa per tagliare piccoli alberi.
Raffica;Volante;Speciale;40;100;Infligge danni al nemico con una folata di vento sollevata dalle ali.
Attacco d'Ala;Volante;Fisico;60;100;Infligge danni al nemico spiegando delle grandi ali possenti.
Volo;Volante;Fisico;90;95;Chi la usa si alza in volo per attaccare al turno seguente. Fuori dalla lotta permette di volare in città già visitate.
Legatutto;Normale;Fisico;15;85;Lega e stritola il nemico per quattro o cinque turni con tentacoli o con un corpo lungo.
Schianto;Normale;Fisico;80;75;Infligge danni al nemico con una coda, con una liana o con qualcosa di simile.
Frustata;Erba;Fisico;45;100;Infligge danni al nemico con liane sottili simili a fruste.
Pestone;Normale;Fisico;65;100;Colpisce il nemico con un grosso piede e può anche farlo tentennare.
Doppiocalcio;Lotta;Fisico;30;100;Colpisce il nemico due volte con un paio di rapidi calci inferti con entrambi i piedi.
Megacalcio;Normale;Fisico;120;75;Colpisce il nemico con un calcio sferrato con la forza di muscoli poderosi.
Calciosalto;Lotta;Fisico;100;95;Permette di saltare in alto per attaccare con un calcio. Se non va a buon fine, chi la usa si ferisce.
Calciorullo;Lotta;Fisico;60;85;Chi la usa infierisce sul nemico con un calcio rotante. Può anche farlo tentennare.
Bottintesta;Normale;Fisico;70;100;Chi la usa si lancia diritto di testa contro il nemico. Può anche far tentennare.
Incornata;Normale;Fisico;65;100;Danneggia il nemico infilzandolo con un corno affilato.
Furia;Normale;Fisico;15;85;Infilza il nemico con corna affilate o un becco da due a cinque volte di fila.
Azione;Normale;Fisico;40;100;Attacco fisico che colpisce il nemico investendolo con tutto il corpo.
Corposcontro;Normale;Fisico;85;100;Chi la usa carica il nemico con tutto il corpo. Può causarne anche la paralisi.
Avvolgibotta;Normale;Fisico;15;90;Avvolge e stritola il nemico con un corpo lungo o con piante rampicanti per quattro o cinque turni.
Riduttore;Normale;Fisico;90;85;Carica spericolata con tutto il corpo contro il nemico. Danneggia un po' anche chi la usa.
Colpo;Normale;Fisico;120;100;Assale e attacca il nemico per due o tre turni, ma confonde chi la usa.
Sdoppiatore;Normale;Fisico;120;100;Carica spietata e pericolosa che danneggia molto anche chi la usa.
Velenospina;Veleno;Fisico;15;100;Colpisce il nemico con un aculeo tossico che può anche avvelenarlo.
Doppio Ago;Coleottero;Fisico;25;100;Colpisce il nemico due volte di seguito con un paio di aghi. Può anche avvelenarlo.
Missilspillo;Coleottero;Fisico;25;95;Il nemico viene colpito da due a cinque volte con spilli appuntiti in rapida successione.
Morso;Buio;Fisico;60;100;Il nemico viene morso da denti affilatissimi che possono farlo tentennare.
Acido;Veleno;Speciale;40;100;Colpisce i nemici intorno spruzzando un acido corrosivo. Può anche ridurne la Difesa Speciale.
Braciere;Fuoco;Speciale;40;100;Il Pokémon attacca con piccole fiamme. Possono scottare il nemico.
Lanciafiamme;Fuoco;Speciale;90;100;Il nemico viene colpito da intense fiammate che possono anche scottarlo.
Pistolacqua;Acqua;Speciale;40;100;Il nemico è colpito da un potente getto d'acqua.
Idropompa;Acqua;Speciale;110;80;Il nemico è travolto da un potente getto d'acqua spruzzato ad altissima pressione.
Surf;Acqua;Speciale;90;100;Un'onda enorme sommerge il campo di lotta. Fuori dalla lotta si usa per spostarsi sull'acqua.
Geloraggio;Ghiaccio;Speciale;90;100;Il nemico è colpito da un raggio di energia gelida che può anche congelarlo.
Bora;Ghiaccio;Speciale;110;70;Colpisce i bersagli con una tremenda tempesta di ghiaccio che può anche congelarli.
Psicoraggio;Psico;Speciale;65;100;Il nemico è attaccato con un raggio psichico. Può anche lasciare il nemico confuso.
Bollaraggio;Acqua;Speciale;65;100;Colpisce il nemico con una forte scarica di bolle. Può anche ridurne la Velocità.
Raggiaurora;Ghiaccio;Speciale;65;100;Il nemico viene colpito da un fascio color arcobaleno. Può ridurre l'attacco dell'avversario.
Iper Raggio;Normale;Speciale;150;90;Colpisce il nemico con un potente raggio. Chi la usa salta il turno successivo per recuperare energia.
Beccata;Volante;Fisico;35;100;Colpisce il nemico con un becco appuntito o un corno.
Perforbecco;Volante;Fisico;80;100;Attacco a spirale con un becco aguzzo che fa da trapano.
Sottomissione;Lotta;Fisico;80;80;Chi la usa carica il nemico in modo spericolato, ma danneggia anche se stesso.
Forza;Normale;Fisico;80;100;Colpisce il nemico con un'enorme energia. Fuori dalla lotta si usa per spostare i massi.
Assorbimento;Erba;Speciale;20;100;Mossa che assorbe PS. Chi la usa recupera una quantità di PS pari alla metà del danno inferto.
Megassorbimento;Erba;Speciale;40;100;Mossa che assorbe PS. Chi la usa recupera un quantità di PS pari alla metà del danno inferto.
Foglielama;Erba;Fisico;55;95;Foglie taglienti sferzano i nemici intorno. Probabile brutto colpo.
Solarraggio;Erba;Speciale;120;100;Chi la usa assorbe luce al primo turno per proiettare un raggio intenso al turno successivo.
Petalodanza;Erba;Speciale;120;100;Attacca il nemico cospargendolo di petali per due o tre turni, ma chi la usa rimane confuso.
Turbofuoco;Fuoco;Speciale;35;85;Intrappola il bersaglio in un turbine di fuoco che dura per quattro o cinque turni.
Tuonoshock;Elettro;Speciale;40;100;Danneggia il bersaglio con una scarica elettrica che può anche paralizzarlo.
Fulmine;Elettro;Speciale;90;100;Il bersaglio viene colpito da una potente scarica elettrica che può anche paralizzarlo.
Tuono;Elettro;Speciale;110;70;Il nemico è colpito da un lampo molto violento che può anche paralizzarlo.
Sassata;Roccia;Fisico;50;90;Chi la usa solleva una roccia e la lancia contro il nemico.
Terremoto;Terra;Fisico;100;100;Chi la usa provoca un potente sisma che colpisce gli altri Pokémon in campo.
Fossa;Terra;Fisico;80;100;Chi la usa scava al primo turno e attacca al successivo. Fuori dalla lotta fa uscire da alcuni luoghi.
Confusione;Psico;Speciale;50;100;Colpisce il nemico con una leggera forza telecinetica e può anche confonderlo.
Psichico;Psico;Speciale;90;100;Il nemico viene colpito da una potente forza telecinetica che può anche ridurne la Difesa Speciale.
Attacco Rapido;Normale;Fisico;40;100;Chi la usa colpisce sempre per primo e ad una tale velocità da rendersi quasi invisibile. Questa mossa ha priorità alta.
Ira;Normale;Fisico;20;100;Questa mossa ha il potere di aumentare la statistica Attacco ogni volta che chi la usa viene colpito durante una lotta.
Autodistruzione;Normale;Fisico;200;100;Chi la usa esplode e infligge danni agli altri Pokémon in campo, ma poi va KO.
Uovobomba;Normale;Fisico;100;75;Colpisce il nemico con un grande uovo scaraventato con enorme forza.
Leccata;Spettro;Fisico;30;100;Una lingua lunga infligge danni al nemico e può anche paralizzarlo.
Smog;Veleno;Speciale;30;70;Colpisce il nemico con una scarica di gas maleodoranti. Può anche avvelenarlo.
Fango;Veleno;Speciale;65;100;Lancio di fango malsano che arreca danno al nemico. Può anche avvelenarlo.
Ossoclava;Terra;Fisico;65;85;Il Pokémon colpisce il nemico con un bastone d'osso. Può anche fare tentennare l'obiettivo.
Fuocobomba;Fuoco;Speciale;110;85;Investe il nemico con un'intensa fiammata che fa terra bruciata. Può anche scottarlo.
Cascata;Acqua;Fisico;80;100;Carica il nemico a grande velocità e può farlo tentennare. Fuori dalla lotta fa risalire le cascate.
Tenaglia;Acqua;Fisico;35;85;Chi la usa intrappola e stritola il nemico con la sua corazza spessa e forte per quattro o cinque turni.
Comete;Normale;Speciale;60;100;Colpisce i nemici con raggi a forma di stella. Questo attacco è infallibile.
Capocciata;Normale;Fisico;130;100;Chi la usa ritira la testa per aumentare la Difesa e poi attacca al turno successivo.
Sparalance;Normale;Fisico;20;100;Il nemico viene colpito da due a cinque volte in rapida successione da spilli appuntiti.
Limitazione;Normale;Fisico;10;100;Colpisce il nemico con lunghi tentacoli o piante rampicanti. Può anche ridurne la Velocità.
Calcinvolo;Lotta;Fisico;130;90;Chi la usa colpisce il nemico con una ginocchiata in volo: se fallisce, subisce danni.
Mangiasogni;Psico;Speciale;100;100;Attacco che funziona solo su un nemico che dorme. Chi lo usa riceve metà dei PS persi dal nemico.
Attacco Pioggia;Normale;Fisico;15;85;Piovono enormi sfere sulla testa del nemico da due a cinque volte di fila.
Sanguisuga;Coleottero;Fisico;80;100;Mossa succhiasangue. Chi la usa recupera una quantità di PS pari alla metà del danno inferto.
Aeroattacco;Volante;Fisico;140;90;Un attacco in due turni e probabile brutto colpo. Può anche far tentennare il nemico.
Bolla;Acqua;Speciale;40;100;Uno spruzzo di bolle viene lanciato sul nemico. Può ridurne la velocità.
Stordipugno;Normale;Fisico;70;100;Colpisce il bersaglio con una sequenza di pugni che può anche confonderlo.
Martellata;Acqua;Fisico;100;90;Colpisce il nemico con una grande tenaglia. Probabile brutto colpo.
Esplosione;Normale;Fisico;250;100;Chi la usa esplode per infliggere danni agli altri Pokémon attorno, ma va KO.
Sfuriate;Normale;Fisico;18;80;Colpisce il nemico con artigli o falci affilate da due a cinque volte in rapida successione.
Ossomerang;Terra;Fisico;50;90;Chi la usa lancia l'osso che tiene. L'osso colpisce due volte e ritorna come un vero e proprio boomerang.
Frana;Roccia;Fisico;75;90;I nemici vengono colpiti da grandi massi che possono anche farli tentennare.
Iperzanna;Normale;Fisico;80;90;Il Pokémon morde il nemico con zanne taglienti. Può anche farlo tentennare.
Tripletta;Normale;Speciale;80;100;Colpisce il nemico con tre sfere simultanee che possono anche paralizzarlo, scottarlo o congelarlo.
Lacerazione;Normale;Fisico;70;100;Attacca il nemico con artigli, falci o altro. Probabile brutto colpo.
Scontro;Normale;Fisico;50;100;Mossa da usare solo in caso estremo, quando non si hanno più PP. Danneggia anche chi la usa.
Triplocalcio;Lotta;Fisico;10;90;Chi la usa esegue fino a tre calci consecutivi la cui potenza aumenta ad ogni colpo.
Furto;Buio;Fisico;60;100;Il Pokémon attacca e contemporaneamente ruba lo strumento tenuto dal nemico. Non ruberà nulla, se si possiede già uno strumento.
Ruotafuoco;Fuoco;Fisico;60;100;Il Pokémon si avvolge nel fuoco e carica il nemico. Può scottare.
Russare;Normale;Speciale;50;100;Mossa da usare solo mentre si dorme. Il chiasso assordante può anche far tentennare il nemico.
Aerocolpo;Volante;Speciale;100;95;Colpisce il nemico con un vortice d'aria per danneggiarlo. Probabile brutto colpo.
Polneve;Ghiaccio;Speciale;40;100;Attacca il nemico con una raffica di neve farinosa e può anche congelarlo.
Pugnorapido;Lotta;Fisico;40;100;Chi la usa tira un pugno a velocità impressionante e colpisce di sicuro per primo.
Finta;Buio;Fisico;60;100;Chi la usa si avvicina al nemico facendo finta di niente, per poi scagliare un pugno infallibile a tradimento.
Fangobomba;Veleno;Speciale;90;100;Chi la usa attacca lanciando fango sul bersaglio. Può anche avvelenarlo.
Fangosberla;Terra;Speciale;20;100;Chi la usa butta fango in faccia al nemico per arrecargli danni e ridurne la precisione.
Octazooka;Acqua;Speciale;65;85;Chi la usa spruzza del'inchiostro in faccia al nemico. Può anche ridurne la precisione.
Falcecannone;Elettro;Speciale;120;50;Chi la usa provoca un'esplosione elettrica che infligge danni e paralizza il nemico.
Ventogelato;Ghiaccio;Speciale;55;95;Chi la usa attacca i nemici con una folata di aria gelida e ne riduce anche la Velocità.
Ossoraffica;Terra;Fisico;25;90;Chi la usa colpisce il nemico con un osso duro, da 2 a 5 volte di fila.
Oltraggio;Drago;Fisico;120;100;Chi la usa sfoga la sua ira e attacca il nemico per due o tre turni prima di essere lasciato in preda alla confusione.
Gigassorbimento;Erba;Speciale;75;100;Mossa che assorbe PS. Chi la usa recupera un quantità di PS pari alla metà del danno inferto.
Rotolamento;Roccia;Fisico;30;90;Chi la usa colpisce il nemico rotolando per cinque turni, con aumento progressivo della potenza ogni volta che va a segno.
Falsofinale;Normale;Fisico;40;100;Chi la usa trattiene il colpo per impedire al nemico di andare KO, lasciandolo con almeno un PS.
Scintilla;Elettro;Fisico;65;100;Colpisce il nemico con una carica elettrica e può anche paralizzarlo.
Tagliofuria;Coleottero;Fisico;40;95;Colpisce il nemico con falci o artigli. Se usata in successione aumenta di potenza ogni volta che va a segno.
Alacciaio;Acciaio;Fisico;70;90;Colpisce il nemico con ali d'acciaio. Può anche aumentare la Difesa di chi la usa.
Magifuoco;Fuoco;Fisico;100;95;Colpisce il nemico con un fuoco mistico di enorme intensità che può anche causargli una scottatura.
Dinamipugno;Lotta;Fisico;100;50;Colpisce il nemico con un pugno davvero forte. Se va a segno, lo confonde.
Megacorno;Coleottero;Fisico;120;85;Chi la usa utilizza il suo corno per montare con grande forza il nemico.
Dragospiro;Drago;Speciale;60;100;Investe il nemico con una raffica potentissima che arreca danni. Può anche paralizzarlo.
Inseguimento;Buio;Fisico;40;100;Una mossa d'attacco che infligge un danno doppio se il nemico è in fase di sostituzione.
Rapigiro;Normale;Fisico;50;100;Un attacco roteante che elimina gli effetti delle mosse Legatutto, Avvolgibotta, Parassiseme e Punte.
Codacciaio;Acciaio;Fisico;100;75;Il nemico viene colpito da una robusta coda d'acciaio. Può anche ridurne la Difesa.
Ferrartigli;Acciaio;Fisico;50;95;Colpisce il nemico con artigli d'acciaio. Può anche aumentare l'Attacco di chi la usa.
Vitaltiro;Lotta;Fisico;70;100;Chi la usa attacca per ultimo, ma il colpo è sempre infallibile.
Introforza;Normale;Speciale;60;100;Mossa singolare che cambia tipo e potenza a seconda del Pokémon che la usa.
Incrocolpo;Lotta;Fisico;100;80;Investe il nemico con un colpo sferrato con entrambe le braccia incrociate. Probabile brutto colpo.
Tornado;Drago;Speciale;40;100;Un potente tornado si abbatte sul nemico. Può anche far tentennare.
Sgranocchio;Buio;Fisico;80;100;Il nemico viene morso con denti affilati. Può anche ridurne la Difesa.
Extrarapido;Normale;Fisico;80;100;Chi la usa carica il nemico a velocità impressionante ed attacca sempre per primo.
Forzantica;Roccia;Speciale;60;100;Colpisce il nemico con una forza primordiale. Può aumentare tutte le statistiche.
Palla Ombra;Spettro;Speciale;80;100;Lancia sul nemico una sfera nera. Può anche ridurne la Difesa Speciale.
Divinazione;Psico;Speciale;120;100;Due turni dopo l'utilizzo di questa mossa, il nemico viene attaccato con energia psichica.
Spaccaroccia;Lotta;Fisico;40;100;Il nemico viene colpito da un pugno in grado di frantumare anche la roccia. Può anche ridurne la Difesa.
Mulinello;Acqua;Speciale;35;85;Intrappola il nemico in un turbine d'acqua che dura per quattro o cinque turni infliggendogli dei danni ogni turno.
Bruciapelo;Normale;Fisico;40;100;Mossa che fa agire per primo e fa tentennare il nemico. Funziona solo appena sceso in campo.
Baraonda;Normale;Speciale;90;100;Chi la usa attacca per tre turni con un frastuono che non fa dormire nessuno.
Ondacalda;Fuoco;Speciale;95;90;Chi la usa investe i nemici con una folata di vento caldo. Può anche scottare.
Facciata;Normale;Fisico;70;100;Mossa d'attacco che raddoppia la potenza se chi la usa è scottato, avvelenato o paralizzato.
Centripugno;Lotta;Fisico;150;100;Chi la usa prende la mira prima di sferrare un pugno. Fallirà se verrà colpito prima di eseguire la mossa.
Maniereforti;Normale;Fisico;70;100;Infligge un danno doppio ad un bersaglio paralizzato, ma ne cura anche la paralisi.
Troppoforte;Lotta;Fisico;120;100;Chi la usa attacca il nemico con grande forza, ma il suo Attacco e la sua Difesa diminuiscono.
Vendetta;Lotta;Fisico;60;100;Mossa d'attacco che infligge un danno doppio se si è stati colpiti dal nemico nello stesso turno.
Breccia;Lotta;Fisico;75;100;Colpisce il nemico con una mano e rompe barriere come Riflesso e Schermoluce.
Privazione;Buio;Fisico;65;100;Attacco che blocca anche lo strumento tenuto dal nemico, impedendone l'uso nella lotta. La sua potenza aumenta se il Pokémon colpito ha uno strumento.
Forzasegreta;Normale;Fisico;70;100;Attacco che può avere un effetto aggiuntivo a seconda del luogo in cui si trova chi lo usa.
Sub;Acqua;Fisico;80;100;Chi la usa si tuffa in acqua per emergere e attaccare al turno seguente. Fuori dalla lotta permette di immergersi sott'acqua.
Sberletese;Lotta;Fisico;15;100;Raffica di ceffoni che colpisce da due a cinque volte di fila.
Abbagliante;Psico;Speciale;70;100;Chi la usa scatena un'esplosione abbagliante che può anche ridurre la Difesa Speciale del Pokémon colpito.
Foschisfera;Psico;Speciale;70;100;Una sfera coperta di nebbia danneggia il nemico. Può anche ridurre l'Attacco Speciale.
Calciardente;Fuoco;Fisico;85;90;Chi la usa tira un calcio. Probabile brutto colpo. Può anche causare una scottatura.
Palla Gelo;Ghiaccio;Fisico;30;90;Chi la usa attacca il nemico rotolando per cinque turni, con aumento progressivo della potenza ogni volta che va a segno.
Pugnospine;Erba;Fisico;60;100;Chi la usa attacca colpendo il bersaglio con i suoi arti pieni di spine. Può far tentennare il Pokémon colpito.
Granvoce;Normale;Speciale;90;100;Chi la usa lancia un urlo straziante che danneggia i nemici.
Velenodenti;Veleno;Fisico;50;100;Chi la usa morde il nemico con denti avvelenati che possono anche iperavvelenarlo.
Tritartigli;Normale;Fisico;75;95;Colpisce il nemico con artigli robusti e affilati che possono ridurne la Difesa.
Incendio;Fuoco;Speciale;150;90;Potente esplosione che danneggia il nemico, ma fa saltare il turno successivo a chi la provoca.
Idrocannone;Acqua;Speciale;150;90;Colpisce il nemico con un potente getto d'acqua. Chi la usa salta il turno successivo.
Meteorpugno;Acciaio;Fisico;90;90;Colpisce il nemico con un pugno veloce come una meteora. Può far pure salire l'Attacco di chi la usa.
Sgomento;Spettro;Fisico;30;100;Chi la usa attacca il bersaglio emettendo un verso terrificante. Può anche farlo tentennare.
Palla Clima;Normale;Speciale;50;100;Mossa d'attacco che varia tipo e forza in base alle condizioni atmosferiche.
Aerasoio;Volante;Speciale;60;95;Chi la usa provoca un vento tagliente che sferza i nemici. Probabile brutto colpo.
Vampata;Fuoco;Speciale;130;90;Chi la usa sferra un potente attacco, ma il contraccolpo riduce di molto il suo Attacco Speciale.
Rocciotomba;Roccia;Fisico;60;95;Colpisce il nemico con rocce. Inoltre, lo rallenta riducendone la Velocità.
Ventargenteo;Coleottero;Speciale;60;100;Attacca con un forte vento di polvere di squame. Tutte le statistiche di chi la usa possono salire.
Segnoraggio;Coleottero;Speciale;75;100;Chi la usa attacca con uno strano raggio di luce che può anche confondere il Pokémon colpito.
Pugnodombra;Spettro;Fisico;60;100;Il nemico riceve un pugno proveniente dalle tenebre. Questa mossa è infallibile.
Extrasenso;Psico;Speciale;80;100;Chi la usa attacca con una misteriosa forza invisibile. Può far tentennare il nemico.
Stramontante;Lotta;Fisico;85;90;Chi la usa attacca il nemico con un montante che può arrivare fino in cielo.
Sabbiotomba;Terra;Fisico;35;85;Chi la usa intrappola il nemico in un turbine di sabbia per quattro o cinque turni.
Fanghiglia;Acqua;Speciale;90;85;Chi la usa attacca con un getto di fango che può anche ridurre la precisione dei nemici.
Semitraglia;Erba;Fisico;25;100;Chi la usa spara da due a cinque raffiche di semi contro il bersaglio in successione.
Aeroassalto;Volante;Fisico;60;100;Chi la usa attacca il nemico a grande velocità. Questa mossa è infallibile.
Gelolancia;Ghiaccio;Fisico;25;100;Chi la usa spara ghiaccioli affilati contro il nemico da due a cinque volte di fila.
Dragartigli;Drago;Fisico;80;100;Chi la usa attacca con artigli affilati che graffiano il nemico rapidamente e con grande forza.
Radicalbero;Erba;Speciale;150;90;Un groviglio di radici colpisce il nemico. Chi la usa salta il turno successivo.
Rimbalzo;Volante;Fisico;85;85;Chi la usa balza in alto e ricade sul nemico dopo un turno. Può anche paralizzare.
Colpodifango;Terra;Speciale;55;95;Chi la usa attacca lanciando fango sul nemico. Riduce anche la Velocità.
Velenocoda;Veleno;Fisico;50;100;Chi la usa colpisce con la coda e può avvelenare il nemico. Probabile brutto colpo.
Supplica;Normale;Fisico;60;100;Chi la usa attacca il bersaglio sorridendo e gli ruba lo strumento che tiene.
Locomovolt;Elettro;Fisico;120;100;Chi la usa si carica di elettricità e poi attacca. Può paralizzare il nemico. Il contraccolpo causa seri danni.
Fogliamagica;Erba;Speciale;60;100;Chi la usa sparpaglia strane foglie che inseguono il bersaglio. Questa mossa è infallibile.
Fendifoglia;Erba;Fisico;90;100;Colpisce il nemico usando una foglia affilata come una spada. Probabile brutto colpo.
Cadutamassi;Roccia;Fisico;25;90;Colpisce il nemico con dei massi pesanti lanciati in rapida successione. Il numero di massi varia da due a cinque.
Ondashock;Elettro;Speciale;60;100;Chi la usa colpisce il nemico con una scossa di elettricità. È impossibile eludere questa mossa.
Idropulsar;Acqua;Speciale;60;100;Il nemico viene colpito da un getto d'acqua potentissimo che può anche confonderlo.
